permno,ticker,permco,cusip,company,price_x,sheet_row,is_duplicate_row,weight_target,price_y,target_value,shares,value,weight_actual,weight
87657,EW,36952,28176E10,EDWARDS LIFESCIENCES CORP,85.25,194,False,0.0015758428207528,85.25,13833.539852502663,162,13810.5,0.00138105,0.00138105
21776,EXC,21396,30161N10,EXELON CORP,43.59,195,False,0.0019008130656988,43.59,16686.291900572083,382,16651.38,0.001665138,0.001665138
20583,EXE,11937,16516773,EXPAND ENERGY CORP,110.36,196,False,0.0010905047407143,110.36,9572.998392573061,86,9490.96,0.0009490959999999999,0.0009490959999999999
87717,EXPD,7232,30213010,EXPEDITORS INTERNATIONAL WA INC,149.01,197,False,0.0025670527687848,149.01,22534.878677492456,151,22500.51,0.002250051,0.002250051
90808,EXPE,47013,30212P30,EXPEDIA GROUP INC,283.31,198,False,0.0013893892668461,283.31,12196.756897603063,43,12182.33,0.001218233,0.001218233
90305,EXR,45469,30225T10,EXTRA SPACE STORAGE INC,130.22,199,False,0.0021545901165904,130.22,18914.07432971211,145,18881.9,0.00188819,0.00188819
25785,F,20750,34537086,FORD MOTOR CO DEL,13.12,200,False,0.0019200256618794,13.12,16854.94972065049,1284,16846.079999999998,0.0016846079999999998,0.0016846079999999998
13641,FANG,54222,25278X10,DIAMONDBACK ENERGY INC,150.33,201,False,0.0015193076798536,150.33,13337.245987152357,88,13229.04,0.0013229040000000002,0.0013229040000000002
11618,FAST,9440,31190010,FASTENAL CO,40.13,202,False,0.0029836704283528,40.13,26192.157767127243,652,26164.760000000002,0.0026164760000000004,0.0026164760000000004
81774,FCX,20763,35671D85,FREEPORT MCMORAN INC,50.79,203,False,0.0014906808101257,50.79,13085.94494493031,257,13053.03,0.001305303,0.001305303
83597,FDS,31661,30307510,FACTSET RESEARCH SYSTEMS INC,290.19,204,False,0.0024494920973781,290.19,21502.872051213155,74,21474.06,0.002147406,0.002147406
60628,FDX,1685,31428X10,FEDEX CORP,288.86,205,False,0.0022186223435059,288.86,19476.181382023908,67,19353.620000000003,0.0019353620000000004,0.0019353620000000004
23026,FE,21326,33793210,FIRSTENERGY CORP,44.77,206,False,0.0020222067957934,44.77,17751.9470414226,396,17728.920000000002,0.001772892,0.001772892
86964,FFIV,16561,31561610,F 5 INC,255.26,207,False,0.0025000551775873,255.26,21946.740167961696,85,21697.1,0.00216971,0.00216971
11533,FICO,9360,30325010,FAIR ISAAC CORP,1690.62,208,False,0.0012410575676405,1690.62,10894.626732508388,6,10143.72,0.001014372,0.001014372
89003,FIS,41673,31620M10,FIDELITY NATIONAL INFO SVCS INC,66.46,209,False,0.0018419901008737,66.46,16169.914367588399,243,16149.779999999999,0.001614978,0.001614978
10696,FISV,8598,33773810,FISERV INC,67.17,210,False,0.0008346921555651,67.17,7327.347021237269,109,7321.53,0.0007321529999999999,0.0007321529999999999
34746,FITB,1741,31677310,FIFTH THIRD BANCORP,46.81,211,False,0.0020053442426468,46.81,17603.919079562165,376,17600.56,0.001760056,0.001760056
85059,FIX,31994,19990810,COMFORT SYSTEMS USA INC,933.29,212,False,0.0006119802242666,933.29,5372.269816409282,5,4666.45,0.00046664499999999996,0.00046664499999999996
18421,FOX,56662,35137L20,FOX CORP,64.93,213,False,,,,0,0.0,,0.0
18420,FOXA,56662,35137L10,FOX CORP,73.07,214,False,0.0023489234372035,73.07,20620.02983489775,282,20605.739999999998,0.002060574,0.002060574
58413,FRT,20697,31374510,FEDERAL REALTY INVESTMENT TR NEW,100.8,215,False,0.0038320580857387,100.8,33639.73078282477,333,33566.4,0.00335664,0.00335664
91611,FSLR,51447,33643310,FIRST SOLAR INC,261.23,216,False,0.0004174468664007,261.23,3664.558283736547,14,3657.2200000000003,0.000365722,0.000365722
93132,FTNT,53286,34959E10,FORTINET INC,79.41,217,False,0.0008143833668826,79.41,7149.066272741547,90,7146.9,0.0007146899999999999,0.0007146899999999999
16087,FTV,55585,34959J10,FORTIVE CORP,55.21,218,False,0.0038564421139332,55.21,33853.78603081709,613,33843.73,0.0033843730000000004,0.0033843730000000004
12052,GD,20791,36955010,GENERAL DYNAMICS CORP,336.66,219,False,0.0021993200149115,336.66,19306.73584574309,57,19189.620000000003,0.0019189620000000002,0.0019189620000000002
15315,GDDY,55241,38023710,GODADDY INC,124.08,220,False,0.0016637214871095,124.08,14604.982928690588,117,14517.36,0.0014517360000000001,0.0014517360000000001
12060,GE,20792,36960430,GENERAL ELECTRIC CO,308.03,221,False,0.0022103626472665,308.03,19403.673619452307,62,19097.859999999997,0.0019097859999999997,0.0019097859999999997
23570,GEHC,59446,36266G10,G E HEALTHCARE TECHNOLOGIES INC,82.02,222,False,0.0022492078676557,82.02,19744.67647662593,240,19684.8,0.00196848,0.00196848
75607,GEN,10224,66877110,GEN DIGITAL INC,27.19,223,False,0.0016913357382198,27.19,14847.394696032246,546,14845.740000000002,0.0014845740000000002,0.0014845740000000002
24878,GEV,59815,36828A10,G E VERNOVA INC,653.57,224,False,,,,0,0.0,,0.0
77274,GILD,11300,37555810,GILEAD SCIENCES INC,122.74,225,False,0.0012931190183525,122.74,11351.648298186816,92,11292.08,0.001129208,0.001129208
17144,GIS,20798,37033410,GENERAL MILLS INC,46.5,226,False,0.0015194211951546,46.5,13338.24248148515,286,13299.0,0.0013299,0.0013299
62308,GL,21764,37959E10,GLOBE LIFE INC,139.86,227,False,0.0005423625032817,139.86,4761.130491470161,34,4755.240000000001,0.00047552400000000006,0.00047552400000000006
22293,GLW,20523,21935010,CORNING INC,87.56,228,False,0.0027922122066712,87.56,24511.441324572104,279,24429.24,0.002442924,0.002442924
12369,GM,53554,37045V10,GENERAL MOTORS CO,81.32,229,False,0.0019334566504515,81.32,16972.85368494427,208,16914.559999999998,0.0016914559999999998,0.0016914559999999998
93246,GNRC,53339,36873610,GENERAC HOLDINGS INC,136.37,230,False,0.0010722296531943,136.37,9412.570494443524,69,9409.53,0.000940953,0.000940953
14542,GOOG,45483,02079K10,ALPHABET INC,313.8,231,False,,,,0,0.0,,0.0
90319,GOOGL,45483,02079K30,ALPHABET INC,313.0,232,False,0.0018782251101198,313.0,16488.003480195624,52,16276.0,0.0016276,0.0016276
46674,GPC,20807,37246010,GENUINE PARTS CO,122.96,233,False,0.0018636052983188,122.96,16359.663428432972,133,16353.679999999998,0.0016353679999999999,0.0016353679999999999
88873,GPN,41168,37940X10,GLOBAL PAYMENTS INC,77.4,234,False,0.0023200742286203,77.4,20366.77699051939,263,20356.2,0.00203562,0.00203562
88837,GRMN,41059,H2906T10,GARMIN LTD,202.85,235,False,0.0018127702716513,202.85,15913.408029070264,78,15822.3,0.00158223,0.00158223
86868,GS,35048,38141G10,GOLDMAN SACHS GROUP INC,879.0,236,False,0.0044214397912971,879.0,38813.619450403436,44,38676.0,0.0038676,0.0038676
52695,GWW,20841,38480210,GRAINGER W W INC,1009.05,237,False,0.0030296669742877,1009.05,26595.93855217022,26,26235.3,0.00262353,0.00262353
23819,HAL,20868,40621610,HALLIBURTON CO,28.26,238,False,0.0011614158419999,28.26,10195.49165947806,360,10173.6,0.0010173600000000001,0.0010173600000000001
52978,HAS,20887,41805610,HASBRO INC,82.0,239,False,0.0013738076541305,82.0,12059.97367428353,147,12054.0,0.0012054,0.0012054
42906,HBAN,2093,44615010,HUNTINGTON BANCSHARES INC,17.35,240,False,0.0016740235667853,17.35,14695.419758989918,846,14678.1,0.00146781,0.00146781
12622,HCA,53696,40412C10,H C A HEALTHCARE INC,466.86,241,False,0.0021092114282191,466.86,18515.717408722496,39,18207.54,0.0018207540000000002,0.0018207540000000002
66181,HD,5085,43707610,HOME DEPOT INC,344.1,242,False,0.0034771238901483,344.1,30523.940124610388,88,30280.800000000003,0.0030280800000000003,0.0030280800000000003
82775,HIG,31386,41651510,HARTFORD INSURANCE GROUP INC,137.8,243,False,0.0026145150739189,137.8,22951.526633061123,166,22874.800000000003,0.00228748,0.00228748
12623,HII,53697,44641310,HUNTINGTON INGALLS INDS INC,340.07,244,False,0.0009723771184556,340.07,8536.014786926107,25,8501.75,0.000850175,0.000850175
14338,HLT,54672,43300A20,HILTON WORLDWIDE HOLDINGS INC,287.25,245,False,0.0045280624325687,287.25,39749.60655380323,138,39640.5,0.00396405,0.00396405
76095,HOLX,10504,43644010,HOLOGIC INC,74.49,246,False,,,,0,0.0,,0.0
10145,HON,22168,43851610,HONEYWELL INTERNATIONAL INC,195.09,247,False,0.0040497616127379,195.09,35550.84169890911,182,35506.38,0.0035506379999999996,0.0035506379999999996
21723,HOOD,58570,77070010,ROBINHOOD MARKETS INC,113.1,248,False,0.0005872524366061,113.1,5155.196875148339,45,5089.5,0.00050895,0.00050895
15707,HPE,55421,42824C10,HEWLETT PACKARD ENTERPRISE CO,24.02,249,False,0.0020438919392829,24.02,17942.310123779975,746,17918.92,0.0017918919999999998,0.0017918919999999998
27828,HPQ,20908,40434L10,H P INC,22.28,250,False,0.0017362223421751,22.28,15241.431852836067,684,15239.52,0.001523952,0.001523952
32870,HRL,20932,44045210,HORMEL FOODS CORP,23.7,251,False,0.0013193361492322,23.7,11581.795442347648,488,11565.6,0.00115656,0.00115656
82581,HSIC,14098,80640710,SCHEIN HENRY INC,75.58,252,False,0.0019517498504685,75.58,17133.440583670683,226,17081.079999999998,0.0017081079999999998,0.0017081079999999998
46703,HST,21157,44107P10,HOST HOTELS & RESORTS INC,17.73,253,False,0.0026491187287479,17.73,23255.294897138716,1311,23244.03,0.002324403,0.002324403
46703,HST,21157,44107P10,HOST HOTELS & RESORTS INC,17.73,254,True,0.0026491187287479,17.73,23255.294897138716,0,0.0,0.002324403,0.0
16600,HSY,20906,42786610,HERSHEY CO,181.98,255,False,0.0012539207740318,181.98,11007.54641961272,60,10918.8,0.00109188,0.00109188
32942,HUBB,20945,44351060,HUBBELL INC,444.11,256,False,0.001870490632972,444.11,16420.106354636333,36,15987.960000000001,0.0015987960000000002,0.0015987960000000002
48653,HUM,20950,44485910,HUMANA INC,256.13,257,False,0.0005690749025623,256.13,4995.625350435611,19,4866.47,0.00048664700000000005,0.00048664700000000005
24643,HWM,20060,44320110,HOWMET AEROSPACE INC,205.02,258,False,0.0022891224063643,205.02,20095.066347143544,98,20091.960000000003,0.0020091960000000004,0.0020091960000000004
92043,IBKR,52295,45841N10,INTERACTIVE BROKERS GROUP INC,64.31,259,False,0.00153805860899,64.31,13501.851062013777,209,13440.79,0.0013440790000000002,0.0013440790000000002
12490,IBM,20990,45920010,INTERNATIONAL BUSINESS MACHS COR,296.21,260,False,0.0019344418885624,296.21,16981.502599983167,57,16883.969999999998,0.0016883969999999997,0.0016883969999999997
90993,ICE,48793,45866F10,INTERCONTINENTALEXCHANGE GRP INC,161.96,261,False,0.0042576966955345,161.96,37376.20030493181,230,37250.8,0.0037250800000000004,0.0037250800000000004
76709,IDXX,10989,45168D10,I D E X X LABORATORIES INC,676.53,262,False,0.0019568306684296,676.53,17178.042555912187,25,16913.25,0.001691325,0.001691325
75591,IEX,22075,45167R10,IDEX CORP,177.94,263,False,0.0030771155005492,177.94,27012.465549873847,151,26868.94,0.002686894,0.002686894
40272,IFF,20991,45950610,INTERNATIONAL FLAVORS & FRAG INC,67.39,264,False,0.0012048632367952,67.39,10576.894715336817,156,10512.84,0.001051284,0.001051284
79906,INCY,30033,45337C10,INCYTE CORP,98.77,265,False,0.0013673231622534,98.77,12003.049547318735,121,11951.17,0.001195117,0.001195117
59328,INTC,2367,45814010,INTEL CORP,36.9,266,False,0.0006594408151725,36.9,5788.9027236217225,156,5756.4,0.00057564,0.00057564
78975,INTU,12011,46120210,INTUIT INC,662.42,267,False,0.002254577017779,662.42,19791.80957342124,29,19210.18,0.001921018,0.001921018
16581,INVH,55858,46187W10,INVITATION HOMES INC,27.79,268,False,0.0029326341553201,27.79,25744.13572608143,926,25733.54,0.002573354,0.002573354
21573,IP,20994,46014610,INTERNATIONAL PAPER CO,39.39,269,False,0.0012241123739228,39.39,10745.87331020311,272,10714.08,0.001071408,0.001071408
13911,IQV,54401,46266C10,IQVIA HOLDINGS INC,225.41,270,False,0.0025239564078964,225.41,22156.557173598612,98,22090.18,0.002209018,0.002209018
16692,IR,55928,45687V10,INGERSOLL RAND INC,79.22,271,False,0.004211404786743,79.22,36969.82667636794,466,36916.52,0.0036916519999999997,0.0036916519999999997
83143,IRM,14330,46284V10,IRON MOUNTAIN INC NEW,82.95,272,False,0.0027815563589443,82.95,24417.89894061667,294,24387.3,0.00243873,0.00243873
88352,ISRG,37727,46120E60,INTUITIVE SURGICAL INC,566.36,273,False,0.0024909916011706,566.36,21867.175541391436,38,21521.68,0.002152168,0.002152168
79698,IT,12457,36665110,GARTNER INC,252.28,274,False,0.0020308416754855,252.28,17827.74835280286,70,17659.6,0.0017659599999999998,0.0017659599999999998
56573,ITW,20968,45230810,ILLINOIS TOOL WORKS INC,246.3,275,False,0.0045523405383989,246.3,39962.73196207518,162,39900.6,0.00399006,0.00399006
19583,IVZ,30929,G491BT10,INVESCO LTD,26.27,276,False,0.0026845563994943,26.27,23566.384571879247,897,23564.19,0.002356419,0.002356419
52329,J,21011,46982L10,JACOBS SOLUTIONS INC,132.46,277,False,0.0033099823021413,132.46,29056.68730709851,219,29008.74,0.0029008740000000003,0.0029008740000000003
42877,JBHT,6606,44565810,HUNT J B TRANSPORT SERVICES INC,194.34,278,False,0.0018959399069284,194.34,16643.512865017197,85,16518.9,0.00165189,0.00165189
79094,JBL,12108,46631310,JABIL INC,228.02,279,False,0.0012368722673048,228.02,10857.886063815973,47,10716.94,0.001071694,0.001071694
45356,JCI,21791,G5150210,JOHNSON CONTROLS INTL PLC,119.75,280,False,0.0035585051857759,119.75,31238.346016801395,260,31135.0,0.0031135,0.0031135
88664,JKHY,7864,42628110,HENRY JACK & ASSOC INC,182.48,281,False,0.00195234147496,182.48,17138.634160639846,93,16970.64,0.0016970639999999999,0.0016970639999999999
22111,JNJ,21018,47816010,JOHNSON & JOHNSON,206.95,282,False,0.0021085319812755,206.95,18509.752882154127,89,18418.55,0.0018418549999999999,0.0018418549999999999
47896,JPM,20436,46625H10,JPMORGAN CHASE & CO,322.22,283,False,0.0035076529585043,322.22,30791.93962189575,95,30610.9,0.0030610900000000003,0.0030610900000000003
17942,KDP,56438,49271V10,KEURIG DR PEPPER INC,28.01,284,False,0.0017155604025344,28.01,15060.050967835694,537,15041.37,0.001504137,0.001504137
64995,KEY,2535,49326710,KEYCORP NEW,20.64,285,False,0.0015397774516705,20.64,13516.939926466337,654,13498.56,0.001349856,0.001349856
14939,KEYS,55033,49338L10,KEYSIGHT TECHNOLOGIES INC,203.19,286,False,0.0017755897304936,203.19,15587.01856238668,76,15442.44,0.001544244,0.001544244
15408,KHC,55296,50075410,KRAFT HEINZ CO,24.25,287,False,0.0017683901138647,24.25,15523.816711131583,640,15520.0,0.001552,0.001552
77129,KIM,29335,49446R10,KIMCO REALTY CORP,20.27,288,False,0.0033001706639118,20.27,28970.555818171655,1429,28965.829999999998,0.002896583,0.002896583
11990,KKR,53463,48251W10,K K R & CO INC,127.48,289,False,0.0024075840978768,127.48,21134.982580508866,165,21034.2,0.00210342,0.00210342
46886,KLAC,2551,48248010,K L A CORP,1215.08,290,False,0.0012691252655401,1215.08,11141.01908354035,9,10935.72,0.001093572,0.001093572
17750,KMB,21055,49436810,KIMBERLY CLARK CORP,100.89,291,False,0.0018333845893255,100.89,16094.370864527398,159,16041.51,0.001604151,0.001604151
12558,KMI,53667,49456B10,KINDER MORGAN INC,27.49,292,False,0.0027734153551904,27.49,24346.433120303987,885,24328.649999999998,0.0024328649999999998,0.0024328649999999998
11308,KO,20468,19121610,COCA COLA CO,69.91,293,False,0.0027826987315551,69.91,24427.927261226945,349,24398.59,0.002439859,0.002439859
16678,KR,21068,50104410,KROGER CO,62.48,294,False,0.0014866250704823,62.48,13050.341625075387,208,12995.84,0.0012995840000000001,0.0012995840000000001
23876,KVUE,59559,49177J10,KENVUE INC,17.25,295,False,,,,0,0.0,,0.0
26710,L,21111,54042410,LOEWS CORP,105.31,296,False,0.0038238901590542,105.31,33568.02861950344,318,33488.58,0.003348858,0.003348858
91547,LDOS,51338,52532710,LEIDOS HOLDINGS INC,180.4,297,False,0.0012459669981325,180.4,10937.724179455368,60,10824.0,0.0010824,0.0010824
52708,LEN,21095,52605710,LENNAR CORP,102.8,298,False,0.0015849714300207,102.8,13913.675370107836,135,13878.0,0.0013878,0.0013878
89731,LEN,21095,52605730,LENNAR CORP,95.12,299,False,,,,0,0.0,,0.0
12062,LH,9848,50492210,LABCORP HOLDINGS INC,250.88,300,False,0.0024909940667304,250.88,21867.197185313853,87,21826.56,0.0021826560000000003,0.0021826560000000003
25582,LHX,20883,50243110,L3HARRIS TECHNOLOGIES INC,293.57,301,False,0.0019486794946766,293.57,17106.487458238847,58,17027.06,0.0017027060000000002,0.0017027060000000002
87034,LII,35177,52610710,LENNOX INTERNATIONAL INC,485.58,302,False,0.0019976323066092,485.58,17536.21983119098,36,17480.88,0.001748088,0.001748088
18143,LIN,56540,G5495010,LINDE PLC NEW,426.39,303,False,0.0036783211226437,426.39,32290.15049615541,75,31979.25,0.003197925,0.003197925
50876,LLY,21102,53245710,LILLY ELI & CO,1074.68,304,False,0.0007314065852843,1074.68,6420.654403260715,5,5373.400000000001,0.0005373400000000001,0.0005373400000000001
21178,LMT,21110,53983010,LOCKHEED MARTIN CORP,483.67,305,False,0.001588951396406,483.67,13948.613514240997,28,13542.76,0.001354276,0.001354276
58819,LNT,4980,01880210,ALLIANT ENERGY CORP,65.01,306,False,0.0024844770685132,65.01,21809.987701367187,335,21778.350000000002,0.0021778350000000004,0.0021778350000000004
61399,LOW,2709,54866110,LOWES COMPANIES INC,241.16,307,False,0.0031397337653636,241.16,27562.16013260562,114,27492.239999999998,0.0027492239999999998,0.0027492239999999998
48486,LRCX,7013,51280730,LAM RESH CORP,171.18,308,False,0.0014862424714425,171.18,13046.982978518194,76,13009.68,0.001300968,0.001300968
92203,LULU,52547,55002110,LULULEMON ATHLETICA INC,207.81,309,False,0.0007847871353295,207.81,6889.255685491405,33,6857.7300000000005,0.0006857730000000001,0.0006857730000000001
58683,LUV,4181,84474110,SOUTHWEST AIRLINES CO,41.33,310,False,0.0017605312240152,41.33,15454.82742838221,373,15416.09,0.001541609,0.001541609
90505,LVS,46024,51783410,LAS VEGAS SANDS CORP,65.09,311,False,0.0017635789675695,65.09,15481.582052233895,237,15426.33,0.001542633,0.001542633
16431,LW,55778,51327210,LAMB WESTON HOLDINGS INC,41.89,312,False,0.0005556754902093,41.89,4877.998578054344,116,4859.24,0.000485924,0.000485924
12345,LYB,53531,N5374510,LYONDELLBASELL INDUSTRIES N V,43.3,313,False,0.0016962042616213,43.3,14890.133039990507,343,14851.9,0.00148519,0.00148519
91041,LYV,50016,53803410,LIVE NATION ENTERTAINMENT INC,142.5,314,False,0.0026836715742593,142.5,23558.61713150406,165,23512.5,0.00235125,0.00235125
91233,MA,50700,57636Q10,MASTERCARD INC,570.88,315,False,0.0050822668951524,570.88,44614.691712438536,78,44528.64,0.004452864,0.004452864
80183,MAA,30104,59522J10,MID AMERICA APT COMMUNITIES INC,138.91,316,False,0.0030119301114791,138.91,26440.235460916538,190,26392.899999999998,0.00263929,0.00263929
85913,MAR,30005,57190320,MARRIOTT INTERNATIONAL INC NEW,310.24,317,False,0.0041260790650089,310.24,36220.79463046355,116,35987.840000000004,0.0035987840000000003,0.0035987840000000003
34032,MAS,21161,57459910,MASCO CORP,63.46,318,False,0.0029216097119052,63.46,25647.357624025015,404,25637.84,0.002563784,0.002563784
43449,MCD,21177,58013510,MCDONALDS CORP,305.63,319,False,0.0025957298896476,305.63,22786.620849418632,74,22616.62,0.002261662,0.002261662
78987,MCHP,12027,59501710,MICROCHIP TECHNOLOGY INC,63.72,320,False,0.0016410226527841,63.72,14405.721158981998,226,14400.72,0.001440072,0.001440072
81061,MCK,30521,58155Q10,MCKESSON H B O C INC,820.29,321,False,0.0011306602766026,820.29,9925.50385739095,12,9843.48,0.000984348,0.000984348
48506,MCO,20610,61536910,MOODYS CORP,510.85,322,False,0.0051571465570863,510.85,45272.02299818802,88,44954.8,0.0044954800000000005,0.0044954800000000005
89006,MDLZ,41680,60920710,MONDELEZ INTERNATIONAL INC,53.83,323,False,0.0021926652190671,53.83,19248.316705006837,357,19217.309999999998,0.0019217309999999999,0.0019217309999999999
60097,MDT,2850,G5960L10,MEDTRONIC PLC,96.06,324,False,0.002361631743431,96.06,20731.589730555323,215,20652.9,0.00206529,0.00206529
87842,MET,37138,59156R10,METLIFE INC,78.94,325,False,0.0026015549125228,78.94,22837.755826222547,289,22813.66,0.002281366,0.002281366
13407,META,54084,30303M10,META PLATFORMS INC,660.09,326,False,0.0016577933565371,660.09,14552.942820727943,22,14521.980000000001,0.001452198,0.001452198
11891,MGM,9764,55295310,M G M RESORTS INTERNATIONAL,36.49,327,False,0.002022583753794,36.49,17755.25616810411,486,17734.14,0.0017734139999999998,0.0017734139999999998
52090,MKC,2801,57978020,MCCORMICK & CO INC,68.11,328,False,0.0019451337233796,68.11,17075.360896694165,250,17027.5,0.00170275,0.00170275
89155,MKC,2801,57978010,MCCORMICK & CO INC,68.01,329,False,,,,0,0.0,,0.0
80204,MLM,30260,57328410,MARTIN MARIETTA MATERIALS INC,622.66,330,False,0.0033393080972247,622.66,29314.123867172904,47,29265.019999999997,0.0029265019999999997,0.0029265019999999997
45751,MMC,21158,57174810,MARSH & MCLENNAN COS INC,185.52,331,False,0.0031490624597544,185.52,27644.05209792568,149,27642.480000000003,0.0027642480000000004,0.0027642480000000004
22592,MMM,21205,88579Y10,3M CO,160.1,332,False,0.0021383544427083,160.1,18771.54942892729,117,18731.7,0.0018731700000000002,0.0018731700000000002
88031,MNST,7902,61174X10,MONSTER BEVERAGE CORP NEW,76.67,333,False,0.001876604040843,76.67,16473.772919793944,214,16407.38,0.001640738,0.001640738
13901,MO,21398,02209S10,ALTRIA GROUP INC,57.66,334,False,0.0022022630420192,57.66,19332.571216025717,335,19316.1,0.0019316099999999998,0.0019316099999999998
89781,MOH,44184,60855R10,MOLINA HEALTHCARE INC,173.54,335,False,0.0005391697503483,173.54,4733.102902448127,27,4685.58,0.000468558,0.000468558
90386,MOS,45695,61945C10,MOSAIC CO NEW,24.09,336,False,0.0010674691645826,24.09,9370.78053413779,388,9346.92,0.000934692,0.000934692
12872,MPC,53810,56585A10,MARATHON PETROLEUM CORP,162.63,337,False,0.0011657556031513,162.63,10233.588262798916,62,10083.06,0.001008306,0.001008306
90455,MPWR,45879,60983910,MONOLITHIC PWR SYS INC,906.36,338,False,0.0008287193650452,906.36,7274.914865822038,8,7250.88,0.000725088,0.000725088
22752,MRK,21188,58933Y10,MERCK & CO INC NEW,105.26,339,False,0.0013089956324651,105.26,11491.0211919533,109,11473.34,0.001147334,0.001147334
18312,MRNA,56611,60770K10,MODERNA INC,29.49,340,False,0.000556772837804,29.49,4887.6316464564825,165,4865.849999999999,0.00048658499999999994,0.00048658499999999994
69032,MS,21224,61744644,MORGAN STANLEY DEAN WITTER & CO,177.53,341,False,0.0041596693365425,177.53,36515.666906934915,205,36393.65,0.0036393650000000003,0.0036393650000000003
92402,MSCI,52840,55354G10,M S C I INC,573.73,342,False,0.0025397251409849,573.73,22294.98303354512,38,21801.74,0.002180174,0.002180174
10107,MSFT,8048,59491810,MICROSOFT CORP,483.62,343,False,0.0037859948451768,483.62,33235.364518844166,68,32886.16,0.0032886160000000003,0.0032886160000000003
22779,MSI,21230,62007630,MOTOROLA SOLUTIONS INC,383.32,344,False,0.0028691784542014,383.32,25187.089706812396,65,24915.8,0.0024915799999999997,0.0024915799999999997
35554,MTB,1689,55261F10,M & T BANK CORP,201.48,345,False,0.0016596383895467,201.48,14569.139447276835,72,14506.56,0.001450656,0.001450656
15850,MTCH,55487,57667L10,MATCH GROUP INC NEW,32.29,346,False,0.0013575530299193,32.29,11917.282417990802,369,11915.01,0.001191501,0.001191501
85621,MTD,32158,59268810,METTLER TOLEDO INTERNATIONAL INC,1394.19,347,False,0.00184284532287,1394.19,16177.421935864086,11,15336.09,0.001533609,0.001533609
53613,MU,7065,59511210,MICRON TECHNOLOGY INC,285.41,348,False,0.0008845626077673,285.41,7765.134901421852,27,7706.070000000001,0.0007706070000000001,0.0007706070000000001
13760,NCLH,54313,G6672110,NORWEGIAN CRUISE LINE HLDGS LTD,22.32,349,False,0.0009299566246493,22.32,8163.626383778158,365,8146.8,0.00081468,0.00081468
90601,NDAQ,46282,63110310,NASDAQ INC,97.13,350,False,0.0032189292926894,97.13,28257.378252695835,290,28167.699999999997,0.0028167699999999997,0.0028167699999999997
57809,NDSN,3160,65566310,NORDSON CORP,240.43,351,False,0.0033063641455971,240.43,29024.925311493593,120,28851.600000000002,0.0028851600000000003,0.0028851600000000003
24205,NEE,20684,65339F10,NEXTERA ENERGY INC,80.28,352,False,0.0012379024436453,80.28,10866.929469207511,135,10837.8,0.00108378,0.00108378
21207,NEM,21286,65163910,NEWMONT CORP,99.85,353,False,0.0005147720694249,99.85,4518.927803943526,45,4493.25,0.000449325,0.000449325
89393,NFLX,43145,64110L10,NETFLIX INC,93.76,354,False,0.0012845184544553,93.76,11276.148228091577,120,11251.2,0.00112512,0.00112512
38762,NI,21244,65473P10,NISOURCE INC,41.76,355,False,0.0022597559388325,41.76,19837.272743886642,475,19836.0,0.0019836,0.0019836
57665,NKE,3194,65410610,NIKE INC,63.71,356,False,0.0015818567535143,63.71,13886.333175181087,217,13825.07,0.001382507,0.001382507
24766,NOC,21303,66680710,NORTHROP GRUMMAN CORP,570.21,357,False,0.0011531835040287,570.21,10123.22406152723,17,9693.57,0.000969357,0.000969357
13447,NOW,54109,81762P10,SERVICENOW INC,153.19,358,False,0.0009624690867264,153.19,8449.037107438839,55,8425.45,0.0008425450000000001,0.0008425450000000001
90071,NRG,37496,62937750,N R G ENERGY INC,159.24,359,False,0.0007627823909907,159.24,6696.086986338081,42,6688.08,0.000668808,0.000668808
64311,NSC,21294,65584410,NORFOLK SOUTHERN CORP,288.72,360,False,0.0033240237361072,288.72,29179.950067695892,101,29160.72,0.002916072,0.002916072
82598,NTAP,14152,64110D10,NETAPP INC,107.09,361,False,0.0027010803580868,107.09,23711.440180662143,221,23666.89,0.002366689,0.002366689
58246,NTRS,3275,66585910,NORTHERN TRUST CORP,136.59,362,False,0.0034454425078698,136.59,30245.82503688696,221,30186.39,0.003018639,0.003018639
34817,NUE,21308,67034610,NUCOR CORP,163.11,363,False,0.0022000153625229,163.11,19312.839956360578,118,19246.980000000003,0.0019246980000000003,0.0019246980000000003
86580,NVDA,16382,67066G10,NVIDIA CORP,186.5,364,False,0.0009412231125115,186.5,8262.529273575903,44,8206.0,0.0008206,0.0008206
79785,NVR,21242,62944T10,N V R INC,7292.77,365,False,0.0025006480590732,7292.77,21951.944779459114,3,21878.31,0.0021878310000000003,0.0021878310000000003
13964,NWS,54433,65249B20,NEWS CORP NEW,29.63,366,False,,,,0,0.0,,0.0
13963,NWSA,54433,65249B10,NEWS CORP NEW,26.12,367,False,0.0037018403285775,26.12,32496.61389992877,1244,32493.280000000002,0.003249328,0.003249328
12084,NXPI,53494,N6596X10,N X P SEMICONDUCTORS N V,217.06,368,False,0.0019940618085607,217.06,17504.876205800974,80,17364.8,0.0017364799999999999,0.0017364799999999999
81045,O,30500,75610910,REALTY INCOME CORP,56.37,369,False,0.0027388002840245,56.37,24042.564637886473,426,24013.62,0.0024013619999999998,0.0024013619999999998
77037,ODFL,11161,67958010,OLD DOMINION FREIGHT LINE INC,156.8,370,False,0.0017049399689444,156.8,14966.819466963074,95,14896.000000000002,0.0014896000000000002,0.0014896000000000002
